transaction_id,transaction_date,channel,quantity,unit_price,discount_pct,promo_flag,payment_method,days_since_last_purchase,prior_purchases,total_amount,repeat_purchase_next_month,age,gender,city,membership_level,customer_tenure_months,loyalty_score,estimated_income,category,brand,supplier_region,base_price
768,2025-10-18,Store,3,62.58,0.08,0,Digital Wallet,39,6,174.51,0,36.0,F,Bogota,Platinum,66,53.9,3872.74,Beauty,Lumen,Imported,60.73
769,2025-01-08,Store,5,54.67,0.13,0,Digital Wallet,49,11,230.14,0,34.0,M,Cali,Platinum,21,17.92,5046.07,Beauty,Lumen,North,49.9
770,2025-09-03,Store,6,239.41,0.034,0,Transfer,26,7,1228.06,0,46.0,M,Medellín,Gold,13,32.98,1853.73,Sports,Lumen,Imported,219.5
771,2025-03-12,Web,2,37.37,0.118,0,Credit Card,34,5,73.58,0,44.0,M,Bogota,Gold,42,28.5,2062.6,Beauty,Aurum,Local,43.26
772,2025-12-20,App,2,278.81,0.039,1,Transfer,46,13,689.7,0,30.0,F,Medellín,Platinum,22,40.34,3492.7,Sports,Aurum,North,237.56
773,2025-07-03,Store,6,64.87,0.113,0,Digital Wallet,53,8,354.5,0,30.0,M,Bogota,Platinum,38,75.22,821.73,Fashion,Aurum,East,74.81
774,2025-04-10,Store,3,159.38,0.047,1,Credit Card,6,15,595.28,0,23.0,M,Cali,Platinum,36,72.95,2294.16,Home,Aurum,North,170.76
775,2025-08-30,Store,5,76.4,0.0,0,Credit Card,57,14,446.73,0,35.0,M,Cartagena,Platinum,14,67.68,4667.66,Beauty,Orion,East,75.76
776,2025-08-31,Store,6,187.31,0.081,0,Transfer,2,7,1180.73,0,37.0,F,Bogota,Basic,26,76.53,1965.59,Sports,Zenit,West,188.22
777,2025-09-07,Store,3,305.77,0.138,0,Transfer,67,9,832.92,0,18.0,F,Cali,Basic,21,48.6,3392.19,Electronics,Orion,West,301.95
778,2025-08-10,Store,7,107.62,0.068,1,Digital Wallet,21,9,902.0,0,34.0,M,Bogota,Platinum,18,82.55,3211.52,Electronics,Lumen,Imported,102.02
779,2025-07-29,Web,5,221.99,0.0,1,Debit Card,8,8,1188.09,0,39.0,F,Bogota,Platinum,25,49.04,2340.95,Sports,Zenit,East,249.78
780,2025-08-02,Store,15,187.48,0.079,0,Transfer,26,7,4383.75,0,21.0,M,Bogota,Silver,37,69.3,4579.13,Sports,Zenit,West,188.22
781,2025-04-25,Store,3,72.27,0.101,0,Digital Wallet,12,7,224.59,0,18.0,F,Bogota,Basic,17,39.0,3518.06,Beauty,Zenit,West,72.98
782,2025-04-10,Store,3,24.27,0.012,1,Transfer,21,10,83.81,0,37.0,F,Medellín,Platinum,25,63.2,1202.0,Sports,Pulse,South,25.42
783,2025-10-26,Store,3,14.82,0.0,0,Digital Wallet,36,15,35.18,1,54.0,F,Medellín,Platinum,37,75.85,700.0,Beauty,Viva,Imported,15.63
784,2025-11-07,Store,6,247.83,0.066,0,Transfer,15,8,1255.74,0,43.0,M,Medellín,Platinum,20,68.58,4301.45,Sports,Aurum,North,237.56
785,2025-03-01,Store,5,155.31,0.089,0,Transfer,31,4,949.92,0,22.0,F,Bogota,Platinum,18,66.18,1580.19,Electronics,Viva,West,165.05
786,2025-08-19,Store,6,53.92,0.149,0,Debit Card,12,10,277.73,0,18.0,F,Cali,Platinum,42,53.3,4559.39,Beauty,Atlas,West,67.07
787,2025-03-19,Store,1,160.87,0.097,1,Credit Card,7,7,176.39,1,40.0,F,Bogota,Platinum,11,64.87,1545.15,Home,Aurum,North,170.76
788,2025-06-10,Store,2,193.63,0.138,0,Transfer,58,7,355.02,0,46.0,M,Cali,Basic,22,60.44,2092.68,Sports,Orion,Local,179.42
789,2025-08-16,Web,5,64.78,0.0,1,Transfer,28,8,353.21,0,38.0,M,Bogota,Platinum,24,62.88,3350.51,Sports,Zenit,Local,68.52
790,2025-11-08,Store,6,26.96,0.138,0,Digital Wallet,50,17,135.79,0,54.0,F,Medellín,Platinum,37,75.85,700.0,Beauty,Lumen,South,26.68
791,2025-12-12,Store,1,672.63,0.037,0,Digital Wallet,41,11,609.91,0,38.0,M,Cali,Platinum,23,66.66,2389.3,Electronics,Lumen,West,728.39
792,2025-07-08,Store,5,84.09,0.0,0,Transfer,47,7,414.44,0,23.0,F,Bogota,Silver,43,57.63,3320.91,Electronics,Zenit,Imported,89.44
793,2025-10-25,Store,3,14.39,0.127,1,Transfer,55,7,384.96,0,18.0,F,Bogota,Platinum,28,40.34,6960.76,Fashion,Orion,Imported,124.09
794,2025-04-18,Web,6,26.75,0.202,0,Transfer,55,5,131.15,0,18.0,F,Medellín,Platinum,23,53.07,4574.84,Beauty,Orion,West,27.31
795,2025-11-18,Store,6,237.01,0.283,1,Transfer,15,9,1062.52,0,40.0,F,Bogota,Platinum,11,64.87,1545.15,Sports,Pulse,Imported,257.21
796,2025-10-11,App,5,21.13,0.182,1,Transfer,20,8,116.29,1,43.0,F,Barranquilla,Platinum,42,74.18,2223.96,Groceries,Viva,East,19.8
797,2025-03-28,Store,1,718.19,0.042,0,Transfer,49,9,770.86,0,40.0,F,Medellín,Basic,23,40.34,5891.39,Electronics,Viva,Imported,682.78
798,2025-05-24,Store,7,130.22,0.0,1,Cash,38,12,1401.22,0,55.0,M,Bogota,Platinum,23,68.44,2937.39,Sports,Aurum,Local,139.49
799,2025-03-04,Store,2,156.09,0.213,0,Debit Card,26,11,274.64,0,37.0,F,Bogota,Platinum,1,68.97,2368.28,Home,Aurum,North,170.76
800,2025-08-01,Web,6,40.84,0.034,1,Cash,62,11,261.78,0,23.0,F,Bogota,Platinum,1,65.66,4405.38,Fashion,Aurum,Local,45.86
801,2025-07-07,Store,3,59.73,0.11,1,Digital Wallet,37,5,174.07,1,30.0,F,Medellín,Platinum,22,40.34,3492.7,Fashion,Orion,North,53.84
802,2025-06-11,Store,6,337.92,0.189,1,Transfer,5,11,2032.02,0,52.0,M,Cali,Basic,31,69.17,2914.95,Electronics,Aurum,Imported,297.58
803,2025-03-10,Store,1,27.45,0.047,0,Digital Wallet,33,13,26.16,1,31.0,M,Bogota,Platinum,1,78.98,3455.88,Beauty,Orion,West,27.31
804,2025-04-23,Store,3,275.39,0.179,0,Transfer,56,10,746.42,0,45.0,M,Cartagena,Platinum,51,69.42,2498.02,Sports,Pulse,Imported,257.21
805,2025-06-12,App,2,286.84,0.214,1,Transfer,21,7,562.73,0,70.0,F,Cali,Gold,26,46.58,4528.39,Electronics,Aurum,Imported,297.58
806,2025-07-28,Web,7,70.33,0.152,1,Transfer,5,7,490.78,0,44.0,M,Cartagena,Platinum,1,66.45,3161.43,Beauty,Zenit,West,72.98
807,2025-10-25,Web,1,18.55,0.0,0,Digital Wallet,22,7,13.35,1,18.0,F,Medellín,Platinum,23,53.07,4574.84,Groceries,Zenit,Imported,15.93
808,2025-03-30,Store,5,717.13,0.201,0,Digital Wallet,45,12,3782.21,0,51.0,F,Cali,Basic,35,37.67,2883.02,Electronics,Viva,Imported,682.78
809,2025-08-19,Web,3,74.27,0.151,1,Digital Wallet,24,12,201.59,0,26.0,F,Bogota,Gold,38,46.13,3100.78,Beauty,Nova,West,64.86
810,2025-04-17,Store,5,191.88,0.201,1,Transfer,30,11,1018.41,0,34.0,M,Bogota,Platinum,1,40.34,3914.12,Sports,Nova,Imported,186.88
811,2025-08-10,App,3,65.85,0.227,0,Transfer,15,6,173.96,0,39.0,M,Cali,Platinum,14,59.88,4158.87,Beauty,Atlas,West,67.07
812,2025-05-24,Store,3,58.76,0.071,1,Debit Card,9,6,256.17,0,20.0,M,Bogota,Platinum,4,40.34,3516.86,Beauty,Atlas,West,67.07
813,2025-05-02,Store,2,14.46,0.215,0,Credit Card,39,6,14.27,0,30.0,F,Medellín,Basic,25,61.3,700.0,Groceries,Zenit,Imported,15.93
814,2025-01-02,App,4,90.04,0.113,0,Transfer,61,12,330.42,0,29.0,F,Barranquilla,Gold,24,40.34,5342.34,Beauty,Zenit,West,82.99
815,2025-04-29,App,3,672.8,0.179,0,Cash,31,14,1851.89,0,52.0,F,Medellín,Platinum,39,35.74,2423.18,Electronics,Viva,Imported,675.98
816,2025-04-29,Store,2,14.39,0.0,0,Debit Card,21,9,123.65,0,37.0,F,Medellín,Platinum,45,40.34,5384.27,Beauty,Zenit,Local,56.54
817,2025-04-16,Store,7,262.13,0.197,0,Debit Card,9,12,1660.3,0,24.0,F,Cali,Basic,6,56.51,1726.12,Sports,Nova,West,247.17
818,2025-02-25,Store,2,69.3,0.082,0,Transfer,53,12,148.06,0,30.0,F,Cali,Platinum,9,42.85,3513.13,Fashion,Aurum,East,74.81
819,2025-07-16,Store,3,41.05,0.15,0,Digital Wallet,27,9,103.54,1,38.0,M,Bogota,Platinum,59,49.6,1765.07,Beauty,Orion,South,41.53
820,2025-05-24,Store,6,194.34,0.196,1,Digital Wallet,46,4,1435.3,0,30.0,F,Bogota,Gold,11,41.12,3506.19,Sports,Orion,Local,179.42
821,2025-11-24,Store,4,84.39,0.0,0,Transfer,35,7,303.67,0,31.0,M,Medellín,Platinum,47,63.53,4420.05,Electronics,Lumen,Imported,102.02
822,2025-07-28,Store,2,202.83,0.087,0,Transfer,38,8,368.17,0,28.0,M,Bogota,Platinum,16,70.26,4856.23,Sports,Orion,Local,179.42
823,2025-05-15,Web,3,240.95,0.125,0,Transfer,29,7,702.42,0,21.0,M,Bogota,Silver,37,69.3,4579.13,Sports,Aurum,North,237.56
824,2025-07-27,Store,6,304.14,0.061,0,Transfer,31,9,2069.2,0,33.0,M,Bogota,Silver,25,82.0,1644.31,Electronics,Orion,West,301.95
825,2025-03-26,Store,5,142.55,0.148,0,Transfer,55,8,674.76,0,34.0,M,Medellín,Platinum,44,67.72,4717.88,Fashion,Orion,Imported,124.09
826,2025-08-19,Web,5,68.0,0.168,1,Transfer,46,9,298.91,1,55.0,M,Bogota,Platinum,23,68.44,2937.39,Sports,Zenit,Local,68.52
827,2025-06-28,Store,4,143.82,0.013,0,Transfer,29,11,688.45,0,44.0,M,Medellín,Platinum,7,49.14,4846.43,Sports,Viva,East,138.67
828,2025-05-03,Store,6,14.39,0.142,0,Digital Wallet,45,11,105.52,1,41.0,M,Medellín,Platinum,31,1.07,3582.07,Beauty,Pulse,Local,16.58
829,2025-04-21,Web,4,14.39,0.169,0,Transfer,34,17,55.3,1,41.0,M,Bogota,Gold,15,61.92,3492.67,Groceries,Viva,East,19.8
830,2025-12-10,Store,4,28.29,0.099,0,Digital Wallet,92,8,86.79,0,40.0,M,Medellín,Platinum,3,54.08,3065.58,Beauty,Orion,North,29.89
831,2025-09-23,Store,7,169.01,0.114,0,Transfer,35,7,931.47,0,18.0,M,Bogota,Gold,37,40.34,3468.49,Home,Aurum,North,170.76
832,2025-07-19,Store,3,330.3,0.161,0,Transfer,19,7,993.71,0,23.0,F,Bogota,Platinum,1,65.66,4405.38,Electronics,Aurum,Imported,297.58
833,2025-01-01,Web,1,318.12,0.161,0,Cash,1,13,260.36,0,62.0,M,Medellín,Platinum,18,72.47,700.0,Electronics,Aurum,South,331.95
834,2025-02-13,Web,4,70.04,0.084,0,Debit Card,43,8,285.01,0,57.0,M,Bogota,Platinum,54,47.92,1719.84,Beauty,Atlas,West,67.07
835,2025-02-20,Store,7,45.63,0.086,1,Digital Wallet,59,8,351.07,0,52.0,F,Bogota,Platinum,37,47.18,700.0,Fashion,Aurum,Local,45.86
836,2025-01-16,App,5,64.84,0.094,0,Cash,43,10,288.66,0,33.0,M,Bogota,Silver,25,82.0,1644.31,Beauty,Atlas,West,67.07
837,2025-03-29,Store,18,31.34,0.091,1,Transfer,41,10,912.26,1,40.0,M,Bogota,Platinum,35,62.62,1488.81,Sports,Viva,West,32.45
838,2025-02-06,Store,6,129.35,0.0,0,Digital Wallet,15,9,708.43,0,37.0,F,Medellín,Platinum,36,64.8,3596.57,Sports,Aurum,North,139.36
839,2025-10-04,Store,6,57.25,0.038,1,Credit Card,53,5,390.86,0,33.0,M,Bogota,Platinum,1,8.83,4369.06,Beauty,Zenit,Local,56.54
840,2025-06-24,Store,1,409.88,0.028,1,Transfer,46,10,495.59,0,43.0,F,Barranquilla,Platinum,42,74.18,2223.96,Electronics,Pulse,Imported,398.7
841,2025-10-13,Store,2,49.02,0.203,1,Digital Wallet,6,12,56.24,0,35.0,M,Medellín,Gold,32,40.34,1090.54,Beauty,Lumen,North,49.9
842,2025-04-13,Web,7,35.06,0.13,0,Digital Wallet,42,8,282.86,0,23.0,M,Bogota,Platinum,27,58.56,3883.46,Beauty,Orion,North,29.89
843,2025-09-10,Web,7,76.14,0.14,0,Transfer,1,9,437.17,0,57.0,M,Bogota,Platinum,54,47.92,1719.84,Beauty,Orion,East,75.76
844,2025-07-08,Store,5,595.48,0.117,1,Transfer,46,12,3077.5,0,40.0,M,Cali,Basic,27,40.48,4101.04,Electronics,Viva,Imported,675.98
845,2025-07-25,Store,5,17.66,0.0,0,Digital Wallet,1,10,90.95,1,20.0,M,Bogota,Platinum,4,40.34,3516.86,Groceries,Viva,East,19.8
846,2025-05-10,Store,4,136.3,0.077,1,Transfer,7,9,763.44,0,18.0,F,Medellín,Platinum,23,53.07,4574.84,Sports,Viva,East,138.67
847,2025-04-17,Store,3,57.71,0.143,0,Transfer,72,11,158.48,0,36.0,F,Cali,Basic,46,40.64,3630.56,Beauty,Atlas,West,67.07
848,2025-06-17,Web,3,700.31,0.0,0,Transfer,38,4,2074.09,0,42.0,M,Bogota,Basic,14,46.31,4142.87,Electronics,Viva,Imported,682.78
849,2025-11-04,Store,3,173.68,0.161,0,Debit Card,83,10,396.58,0,38.0,M,Bogota,Platinum,24,62.88,3350.51,Sports,Orion,Local,179.42
850,2025-06-17,App,7,83.61,0.154,0,Debit Card,42,5,512.89,0,39.0,F,Medellín,Basic,61,40.34,3633.11,Fashion,Nova,East,99.72
851,2025-06-10,Store,3,91.8,0.121,1,Digital Wallet,79,11,286.63,0,42.0,M,Medellín,Platinum,40,78.99,3875.28,Sports,Pulse,South,91.61
852,2025-09-23,Store,3,297.81,0.069,0,Transfer,4,9,741.55,0,23.0,F,Barranquilla,Gold,38,40.34,2937.12,Electronics,Lumen,Imported,281.38
853,2025-11-05,Store,7,33.52,0.115,1,Transfer,9,6,202.86,0,44.0,F,Cali,Platinum,1,47.68,3502.23,Sports,Viva,West,32.45
854,2025-04-29,Store,4,69.04,0.0,0,Transfer,29,9,307.05,0,55.0,M,Bogota,Basic,5,28.08,2512.52,Sports,Zenit,Local,68.52
855,2025-04-25,App,5,58.74,0.179,1,Digital Wallet,25,11,317.72,0,29.0,M,Bogota,Basic,26,40.84,2779.11,Beauty,Lumen,Imported,60.73
856,2025-05-03,Store,3,122.93,0.116,0,Transfer,51,15,431.77,0,37.0,F,Bogota,Basic,26,76.53,1965.59,Sports,Viva,East,138.67
857,2025-02-18,Store,5,159.01,0.136,0,Transfer,1,12,727.15,0,23.0,F,Bogota,Silver,43,57.63,3320.91,Sports,Aurum,North,139.36
858,2025-11-30,Store,1,98.33,0.096,0,Transfer,33,7,85.92,1,18.0,F,Cali,Basic,21,48.6,3392.19,Home,Lumen,Imported,120.93
859,2025-06-24,Web,7,51.89,0.15,1,Digital Wallet,38,5,382.42,0,37.0,F,Bogota,Platinum,1,68.97,2368.28,Beauty,Zenit,Local,56.54
860,2025-06-24,App,1,14.39,0.049,0,Digital Wallet,18,14,54.74,1,55.0,M,Bogota,Platinum,23,68.44,2937.39,Beauty,Zenit,West,72.98
861,2025-11-03,Web,5,14.39,0.053,0,Transfer,15,11,87.34,0,39.0,M,Cali,Platinum,14,59.88,4158.87,Fashion,Zenit,East,22.12
862,2025-01-26,Store,6,20.15,0.235,0,Credit Card,52,8,112.78,0,27.0,M,Bogota,Platinum,20,53.04,1872.99,Groceries,Viva,East,19.8
863,2025-09-21,Store,7,49.41,0.037,0,Digital Wallet,33,8,369.04,0,52.0,F,Bogota,Silver,6,47.31,826.6,Fashion,Viva,Local,48.91
864,2025-11-04,App,2,67.27,0.095,0,Transfer,25,11,113.04,0,30.0,F,Bogota,Gold,11,41.12,3506.19,Fashion,Aurum,East,74.81
865,2025-11-15,Web,2,86.52,0.116,0,Digital Wallet,64,7,177.06,0,33.0,M,Bogota,Platinum,1,8.83,4369.06,Electronics,Zenit,Imported,89.44
866,2025-03-23,Store,1,241.8,0.0,0,Credit Card,10,9,297.25,0,39.0,M,Barranquilla,Platinum,36,14.59,2177.39,Sports,Nova,West,247.17
867,2025-01-09,App,3,38.16,0.149,0,Transfer,61,7,103.34,0,23.0,M,Bogota,Platinum,27,58.56,3883.46,Beauty,Orion,South,41.53
868,2025-02-11,Store,2,187.0,0.132,0,Digital Wallet,38,9,336.76,0,29.0,F,Bogota,Gold,22,68.56,5010.38,Sports,Lumen,East,185.09
869,2025-07-10,Web,3,44.83,0.154,0,Digital Wallet,59,6,106.31,1,39.0,F,Bogota,Platinum,25,49.04,2340.95,Beauty,Nova,Imported,42.41
870,2025-02-24,App,6,14.39,0.056,0,Transfer,40,7,4433.84,0,45.0,M,Medellín,Gold,32,59.91,1817.26,Electronics,Viva,Imported,682.78
871,2025-09-21,Store,3,62.74,0.172,1,Digital Wallet,35,10,183.43,0,31.0,M,Medellín,Platinum,47,63.53,4420.05,Beauty,Nova,West,64.86
872,2025-09-18,App,3,260.76,0.157,0,Transfer,38,7,581.72,0,40.0,F,Medellín,Basic,23,40.34,5891.39,Home,Orion,Imported,215.1
873,2025-09-06,Store,4,54.11,0.118,0,Cash,8,9,191.24,0,42.0,M,Cali,Platinum,22,58.8,3653.94,Beauty,Lumen,Imported,60.73
874,2025-06-16,App,3,20.45,0.116,0,Transfer,16,6,69.35,0,50.0,F,Cali,Gold,20,43.0,4687.99,Groceries,Viva,East,19.8
875,2025-09-01,App,1,168.27,0.198,1,Digital Wallet,57,12,156.67,0,34.0,M,Bogota,Basic,25,40.34,1670.63,Sports,Nova,Local,167.26
876,2025-11-13,Store,2,63.55,0.09,0,Transfer,15,13,107.37,0,55.0,M,Bogota,Basic,5,28.08,2512.52,Beauty,Atlas,West,67.07
877,2025-06-24,Store,2,36.44,0.055,0,Transfer,15,6,68.09,1,24.0,F,Medellín,Platinum,16,40.34,5809.92,Fashion,Aurum,Local,45.86
878,2025-12-25,Store,2,105.71,0.05,0,Debit Card,73,9,206.27,0,50.0,M,Bogota,Platinum,26,40.52,3980.96,Fashion,Nova,East,99.72
879,2025-07-01,Store,4,126.49,0.211,1,Digital Wallet,50,6,464.45,0,44.0,F,Bogota,Platinum,1,80.36,3621.48,Home,Lumen,Imported,120.93
880,2025-03-03,Web,3,118.23,0.205,0,Transfer,35,3,315.11,0,20.0,M,Bogota,Platinum,45,60.76,4261.09,Fashion,Pulse,West,117.46
881,2025-02-19,App,7,42.76,0.0,0,Transfer,38,5,296.15,0,42.0,F,Medellín,Platinum,11,63.46,5498.65,Beauty,Aurum,North,42.31
882,2025-05-24,Web,3,776.47,0.126,1,Transfer,33,3,3137.51,0,52.0,F,Bogota,Gold,2,69.82,4439.89,Electronics,Viva,Imported,675.98
883,2025-05-22,Store,3,472.35,0.041,0,Transfer,33,12,1496.67,0,28.0,M,Bogota,Platinum,16,70.26,4856.23,Electronics,Orion,West,533.21
884,2025-11-19,Store,1,45.32,0.0,0,Transfer,43,16,34.44,1,27.0,M,Cali,Platinum,22,90.36,3298.83,Beauty,Orion,South,41.53
885,2025-03-29,App,7,23.48,0.092,0,Transfer,62,10,192.42,0,38.0,M,Cali,Platinum,23,66.66,2389.3,Fashion,Zenit,East,22.12
886,2025-02-24,Store,6,93.3,0.122,1,Debit Card,47,10,606.99,0,28.0,M,Bogota,Platinum,16,70.26,4856.23,Sports,Pulse,North,98.25
887,2025-09-01,Store,7,49.63,0.084,0,Digital Wallet,10,12,269.67,0,39.0,M,Barranquilla,Platinum,38,54.84,5002.14,Beauty,Orion,Imported,44.1
888,2025-08-30,Store,3,219.67,0.195,0,Credit Card,70,11,588.23,0,19.0,M,Bogota,Gold,46,41.86,700.0,Sports,Lumen,Imported,219.5
889,2025-05-04,Store,6,24.82,0.02,1,Transfer,20,10,221.35,1,48.0,F,Cali,Platinum,10,7.21,3008.74,Sports,Pulse,South,25.42
890,2025-10-31,Web,3,736.89,0.095,0,Digital Wallet,1,12,1753.59,0,19.0,M,Cali,Platinum,1,92.21,2592.23,Electronics,Lumen,West,728.39
891,2025-08-15,Web,6,14.39,0.163,0,Transfer,13,9,81.21,0,37.0,F,Cali,Basic,33,39.07,2864.85,Beauty,Pulse,Local,16.58
892,2025-10-13,App,1,208.41,0.095,0,Transfer,23,2,170.46,0,52.0,F,Bogota,Gold,2,69.82,4439.89,Sports,Zenit,West,188.22
893,2025-02-16,Store,6,82.54,0.072,0,Debit Card,23,7,581.83,0,41.0,F,Bogota,Gold,18,53.1,3103.81,Sports,Pulse,South,91.61
894,2025-06-08,Store,6,141.91,0.0,0,Digital Wallet,1,6,1085.88,0,46.0,M,Cali,Basic,22,60.44,2092.68,Electronics,Viva,West,146.11
895,2025-08-02,Store,7,148.07,0.198,1,Transfer,21,8,1079.55,0,37.0,M,Cali,Platinum,1,27.05,5722.05,Fashion,Viva,Imported,134.68
896,2025-05-27,App,5,69.47,0.196,1,Digital Wallet,50,13,366.31,0,18.0,M,Barranquilla,Gold,23,67.69,2519.0,Sports,Zenit,Local,68.52
897,2025-01-18,Store,1,14.72,0.0,0,Transfer,30,6,20.9,1,27.0,M,Cali,Platinum,6,65.18,700.0,Groceries,Zenit,Imported,15.93
898,2025-04-08,App,3,25.31,0.004,1,Transfer,39,12,80.15,1,30.0,M,Bogota,Platinum,17,48.27,3941.9,Fashion,Zenit,East,22.12
899,2025-07-02,Store,1,139.95,0.081,0,Digital Wallet,1,7,157.28,0,34.0,M,Bogota,Platinum,5,69.04,4556.09,Sports,Aurum,North,139.36
900,2025-02-28,App,6,23.92,0.084,1,Transfer,27,7,146.63,1,42.0,F,Cali,Basic,10,55.12,2009.62,Beauty,Lumen,South,26.68
901,2025-01-17,Store,7,14.39,0.0,0,Debit Card,33,6,316.5,0,34.0,M,Bogota,Platinum,18,82.55,3211.52,Beauty,Orion,South,41.53
902,2025-05-01,Store,6,252.56,0.131,0,Transfer,29,5,1461.25,0,37.0,M,Bogota,Platinum,55,29.65,2535.76,Sports,Zenit,East,249.78
903,2025-05-15,App,2,96.8,0.156,0,Transfer,38,11,187.79,0,25.0,M,Bogota,Platinum,13,38.22,3405.06,Electronics,Orion,South,102.35
904,2025-04-11,Store,1,163.63,0.048,0,Transfer,68,13,173.59,0,28.0,F,Cali,Basic,9,51.03,1306.67,Home,Aurum,North,170.76
905,2025-01-22,Store,1,47.13,0.102,0,Cash,3,5,49.23,1,42.0,M,Bogota,Platinum,30,63.02,7306.52,Beauty,Lumen,North,49.9
906,2025-04-14,Store,3,341.99,0.166,0,Debit Card,25,12,975.16,0,30.0,F,Medellín,Basic,25,61.3,700.0,Electronics,Orion,West,301.95
907,2025-03-19,Store,7,368.68,0.042,0,Cash,57,4,2722.96,0,53.0,F,Bogota,Basic,53,53.98,4434.56,Electronics,Orion,West,301.95
908,2025-06-06,Store,5,189.71,0.118,1,Transfer,11,8,1043.14,0,19.0,M,Bogota,Gold,46,41.86,700.0,Sports,Nova,Imported,186.88
909,2025-10-17,Store,1,155.75,0.0,1,Transfer,10,7,126.44,0,44.0,F,Bogota,Platinum,26,57.65,1787.47,Sports,Nova,Local,167.26
910,2025-07-09,Store,6,48.52,0.123,0,Digital Wallet,9,8,255.21,0,59.0,M,Bogota,Platinum,27,12.58,5627.08,Beauty,Orion,Imported,44.1
911,2025-02-08,Store,5,247.26,0.075,1,Transfer,42,8,1700.05,0,19.0,Other,Medellín,Platinum,13,40.73,2225.97,Sports,Lumen,South,240.15
912,2025-12-23,Store,7,226.49,0.032,0,Transfer,12,3,1436.17,0,24.0,F,Bogota,Platinum,11,53.74,2529.97,Sports,Lumen,South,240.15
913,2025-12-16,App,4,377.85,0.093,0,Transfer,39,9,1285.19,0,41.0,F,Bogota,Platinum,38,50.88,5256.05,Electronics,Pulse,Imported,398.7
914,2025-02-17,Store,3,38.06,0.225,1,Digital Wallet,36,12,108.47,0,28.0,F,Cali,Basic,9,51.03,1306.67,Beauty,Orion,South,41.53
915,2025-06-20,Web,5,45.14,0.0,0,Digital Wallet,45,10,228.27,0,37.0,M,Medellín,Basic,36,48.14,700.0,Beauty,Nova,Imported,42.41
916,2025-10-29,Web,2,43.49,0.113,0,Transfer,42,9,87.63,0,29.0,F,Barranquilla,Gold,24,40.34,5342.34,Beauty,Aurum,Local,43.26
917,2025-11-27,App,23,29.43,0.123,0,Transfer,66,7,829.3,0,40.0,M,Bogota,Basic,1,56.25,2944.23,Beauty,Orion,North,29.89
918,2025-06-21,Store,6,180.59,0.095,0,Debit Card,79,5,1237.66,0,39.0,F,Bogota,Platinum,25,49.04,2340.95,Sports,Zenit,West,188.22
919,2025-11-01,Store,3,14.39,0.0,0,Transfer,54,13,227.3,0,53.0,M,Medellín,Basic,28,85.1,700.0,Sports,Zenit,Local,68.52
920,2025-08-05,Store,6,48.49,0.157,0,Transfer,27,11,220.71,0,33.0,M,Bogota,Silver,25,82.0,1644.31,Beauty,Nova,Imported,42.41
921,2025-03-25,Store,5,60.77,0.114,0,Digital Wallet,54,7,283.19,0,37.0,M,Bogota,Platinum,24,51.61,7761.58,Beauty,Lumen,Imported,60.73
922,2025-06-13,Store,5,134.83,0.112,0,Transfer,60,14,619.0,0,39.0,M,Barranquilla,Platinum,38,54.84,5002.14,Sports,Viva,East,138.67
923,2025-05-23,App,5,110.21,0.052,0,Digital Wallet,24,13,574.4,0,37.0,F,Medellín,Platinum,36,64.8,3596.57,Electronics,Orion,South,102.35
924,2025-11-21,Store,2,25.28,0.157,0,Transfer,15,11,49.49,0,52.0,M,Cali,Basic,31,69.17,2914.95,Beauty,Lumen,South,26.68
925,2025-04-18,Store,3,174.94,0.166,0,Transfer,63,11,490.44,0,22.0,M,Bogota,Platinum,30,49.76,2664.31,Sports,Zenit,Imported,176.27
926,2025-03-16,Store,7,97.14,0.0,0,Digital Wallet,9,9,699.92,0,43.0,M,Medellín,Platinum,20,68.58,4301.45,Sports,Pulse,South,91.61
927,2025-09-24,Web,7,93.49,0.131,0,Transfer,44,8,514.41,0,27.0,M,Cali,Basic,20,48.45,2165.7,Fashion,Pulse,Imported,78.08
928,2025-04-14,Store,6,66.28,0.088,0,Transfer,33,9,409.06,1,58.0,M,Medellín,Basic,1,78.4,4238.43,Beauty,Nova,West,64.86
929,2025-02-06,Store,2,29.22,0.094,0,Transfer,63,6,34.16,0,52.0,F,Bogota,Gold,2,69.82,4439.89,Beauty,Orion,West,27.31
930,2025-07-25,Store,5,218.04,0.075,0,Digital Wallet,37,10,1024.71,0,50.0,F,Bogota,Platinum,13,40.34,5743.75,Sports,Lumen,Imported,219.5
931,2025-02-02,App,7,276.89,0.128,0,Transfer,26,2,2129.58,0,37.0,M,Medellín,Basic,24,54.14,700.0,Electronics,Orion,West,301.95
932,2025-03-24,Store,2,70.72,0.155,0,Transfer,64,7,126.93,0,45.0,F,Bogota,Platinum,23,40.38,1570.83,Sports,Zenit,Local,68.52
933,2025-08-24,Store,2,45.67,0.088,1,Digital Wallet,20,5,101.56,1,40.0,M,Medellín,Platinum,3,54.08,3065.58,Sports,Viva,Imported,42.13
934,2025-06-03,Store,6,18.08,0.192,0,Digital Wallet,22,9,111.04,0,41.0,F,Bogota,Platinum,38,50.88,5256.05,Beauty,Viva,Imported,15.63
935,2025-05-10,Store,1,107.07,0.244,0,Transfer,42,9,106.43,1,35.0,M,Medellín,Gold,32,40.34,1090.54,Fashion,Nova,East,99.72
